unique_event_ID,location_name,location_name_ar,geo_longitude,geo_latitude,geo_accuracy,date_time,event_summary,event_summary_ar,type_of_violation,weapons_used,sources,sources_ar,embedded_videos,youtube_id_video,url_links,photos,files,number_1: *RENAME*,number_2: *RENAME*,number_3: *RENAME*,number_4: *RENAME*,number_5: *RENAME*,tag_1: *RENAME*,tag_2: *RENAME*,tag_3: *RENAME*,tag_4: *RENAME*,tag_5: *RENAME*,boolean_1: *RENAME*,boolean_2: *RENAME*,boolean_3: *RENAME*,boolean_4: *RENAME*,boolean_5: *RENAME*,Column,Column2,Column3,Column4,media_available,COMMENTS / QUERIES
CW_1011,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,02/03/2014 00:00:00,Casualties of the chemical attack,ضحايا القصف الكيماوي,Use of illegal weapons,UnKnown,Mohammad Alfateh who is a citizen reporter in Duma,المراسل الميداني في دوما محمد الفاتح,http://syriantechies.com/files/videoapiresults/Muhammed_Alfateh_Adra_Duma/LonOTilKTuA4%20%D8%B4%D9%87%D8%AF%D8%A7%D8%A1%20%D9%86%D8%AA%D9%8A%D8%AC%D8%A9%20%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81%20%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9.mp4,LonOTilKTuA,https://www.youtube.com/channel/UCTTS1Rnb3I8nHruZDLnkItg,,,,,,,,,,,,,,,,,,,,,,,
CW_1012,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,02/03/2014 00:00:00,One of the casualties of the chemical attack,احد المصاببين نتيجة القصف بالكيماوي,Use of illegal weapons,UnKnown,Samer who is a citizen reporter,المراسل الميداني سامر,http://syriantechies.com/files/videoapiresults/samer_syria_adra/b3SotTtD9eI%D9%81%D8%AF%D9%8A%D9%88%20%D8%AD%D8%B5%D8%B1%D9%8A%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%AA%D8%AA%D8%B9%D8%B1%D8%B6%20%D9%84%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%20+18.mp4,b3SotTtD9eI,https://www.youtube.com/channel/UCfmcTtctRhUplqKeo09vn2g,,,,,,,,,,,,,,,,,,,,,,,
CW_1013,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,03/03/2014 00:00:00,Army of Islam survivor of chemical attack, شهاداة أحد الناجين من جيش الأسلام في جبهة عدرا بسبب قصفها بالكيماوي,Use of illegal weapons,UnKnown,Syrian Revolution Coordinators Union,اتحاد تنسيقيات الثورة السورية,http://syriantechies.com/files/videoapiresults/syrcu/c2gwKxS8SEs%D9%87%D8%A7%D9%85%7c%7c%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF%20%D8%AA%D9%86%D8%B3%D9%8A%D9%82%D9%8A%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A9%20%D8%B4%D9%87%D8%A7%D8%AF%D8%A7%D8%A9%20%D8%A3%D8%AD%D8%AF%20%D8%A7%D9%84%D9%86%D8%A7%D8%AC%D9%8A%D9%86%20%D9%85%D9%86%20%D8%AC%D9%8A%D8%B4%20%D8%A7%D9%84%D8%A3%D8%B3%D9%84%D8%A7%D9%85%20%D9%81%D9%8A%20%D8%AC%D8%A8%D9%87%D8%A9%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%A8%D8%B3%D8%A8%D8%A8%20%D9%82%D8%B5%D9%81%D9%87%D8%A7%20%D8%A8%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A.mp4,c2gwKxS8SEs,https://www.youtube.com/user/SYRCU1,,,,,,,,,,,,,,,,,,,,,,,
CW_1014,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,03/03/2014 00:00:00,Testimony of Army of Islam members,شهادة عناصر من جيش الاسلام عن ضرب النفق الفاصل بيت قوات تابعة لجيش الاسلام في عدرا وقوات النظام بالغازات السامة الكيماوية ,Use of illegal weapons,UnKnown,Baraa Abdul Rahman who is a citizen reporter,براء عبد الرحمن,http://syriantechies.com/files/videoapiresults/Baraa_Abdulrahman_adra/agbXS1KPkWA%D8%A5%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81%20%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%87%D8%AF%D9%8A%D9%86%20%D9%81%D9%8A%20%D9%85%D9%86%D8%B7%D9%82%D8%A9%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%A8%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%20%20%D9%88%D9%85%D9%82%D8%AA%D9%84%204%20%D9%85%D8%AC%D8%A7%D9%87%D8%AF%D9%8A%D9%86%20%D9%88%D8%A7%D8%B5%D8%A7%D8%A8%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B4%D8%B1%D8%A7%D8%AA.mp4,agbXS1KPkWA,https://www.youtube.com/channel/UCbsrehnoDlJ7pjtFn6s7O1w,,,,,,,,,,,,,,,,,,,,,,,
CW_1015,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,24/09/2014 00:00:00,Rebel prisoners killed in chemical attack,أسرى لدى كتائب الثوار قتلوا جراء القصف بالغازات السامة,Use of illegal weapons,UnKnown,Shaam Network S.N.N,شبكة شام,http://syriantechies.com/files/videoapiresults/ShaamNetwork_S.N.N/F-8-EfSTQLs%D8%B4%D8%A7%D9%85%20%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%A3%D8%B3%D8%B1%D9%89%20%D9%84%D8%AF%D9%89%20%D9%83%D8%AA%D8%A7%D8%A6%D8%A8%20%D8%A7%D9%84%D8%AB%D9%88%D8%A7%D8%B1%20%D9%82%D8%AA%D9%84%D9%88%D8%A7%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%2024%209%202014.mp4,F-8-EfSTQLs,https://www.youtube.com/user/SHAMSNN,,,,,,,,,,,,,,,,,,,,,,,
CW_1016,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,24/09/2014 00:00:00,Casualties of the chemical attack,حالات اختناق جراء القصف بالغازات السامة,Use of illegal weapons,UnKnown,Shaam Network S.N.N,شبكة شام,http://syriantechies.com/files/videoapiresults/ShaamNetwork_S.N.N/dM9eqdCEwBY%D8%B4%D8%A7%D9%85%20%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%A7%D8%AE%D8%AA%D9%86%D8%A7%D9%82%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%2024%209%202014%20%D8%AA%D8%AD%D8%B0%D9%8A%D8%B1%20%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88%20%D9%82%D8%A7%D8%B3%D9%8A%20%D8%AC%D8%AF%D8%A7%D9%8B.mp4,dM9eqdCEwBY,https://www.youtube.com/user/SHAMSNN,,,,,,,,,,,,,,,,,,,,,,,
CW_1017,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,24/09/2014 00:00:00,Casualties of the chemical attack,اسعاف الاصابات بعد القصف بالغازات السامة,Use of illegal weapons,UnKnown,Abu Muaz Aldomani who is a citizen reporter,أبو معاذ الدوماني,http://syriantechies.com/files/videoapiresults/ShaamNetwork_S.N.N/y7eP5hOuvTA%D8%B4%D8%A7%D9%85%20%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D9%84%D9%8A%D8%A9%20%D8%A7%D8%B3%D8%B9%D8%A7%D9%81%20%D8%A7%D9%84%D8%A7%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A8%D8%B9%D8%AF%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%2024%209%202014%20%D8%AA%D8%AD%D8%B0%D9%8A%D8%B1%20%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88%20%D9%82%D8%A7%D8%B3%D9%8A%20%D8%AC%D8%AF%D8%A7.mp4,y7eP5hOuvTA,https://www.youtube.com/channel/UClAyapqvOsOSQFC1Yw57xKQ,,,,,,,,,,,,,,,,,,,,,,,
CW_1018,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,24/09/2014 00:00:00,Casualties of the chemical attack,حالات اختناق جراء القصف بالغازات السامة,Use of illegal weapons,UnKnown,Shaam Network S.N.N,شبكة شام,http://syriantechies.com/files/videoapiresults/ShaamNetwork_S.N.N/zctkx31uiFM%D8%B4%D8%A7%D9%85%20%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D9%84%D9%8A%D8%A9%20%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%A7%D8%AE%D8%AA%D9%86%D8%A7%D9%82%20%D8%AC%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9%2024%209%202014%20%D8%AA%D8%AD%D8%B0%D9%8A%D8%B1%20%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88%20%D9%82%D8%A7%D8%B3%D9%8A%20%D8%AC%D8%AF%D8%A7%D9%8B.mp4,zctkx31uiFM,https://www.youtube.com/user/SHAMSNN,,,,,,,,,,,,,,,,,,,,,,,
CW_1019,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,05/08/2013 00:00:00,Casualties of the chemical attack in Adra were transfered to Duma medical office," إسعاف حالات إختناق وإختلاجات بسبب التعرض لغازات سامة وهذه الأعراض هي أعراض الإصابات بالكيماوي
حيث دخل نقطة الإسعاف في دوما أكثر من عشرة مصابين بأعراض الكيماوي أتو من مدينة عدرا البلد",Use of illegal weapons,UnKnown,United medical office in Duma,المكتب الطبي الموحد لمدينة دوما ,http://syriantechies.com/files/videoapiresults/abo_shady_top_Duma_medical/IXrgqUnlvhQ%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A8%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%20%D8%B9%D9%84%D9%89%20%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%A7%D9%84%D8%A8%D9%84%D8%AF.mp4,IXrgqUnlvhQ,https://www.youtube.com/channel/UC82ce26jb2aZMMJrur-pFRA,,,,,,,,,,,,,,,,,,,,,,,
CW_1020,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,24/05/2013 00:00:00,Casualties of the chemical attack in Adra were transfered to Duma medical office,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,Use of illegal weapons,UnKnown,Fadi Abdullah who is a citizen reporter in Duma,فادي عبد الله مراسل ميداني في دوما,http://syriantechies.com/files/videoapiresults/fadi_abdullah_Adra_Duma/5jYFcVfKhQU%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%AF%D9%88%D9%85%D8%A7%2024%205%202013%D8%A7%D8%B3%D8%B9%D8%A7%D9%81%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D8%A8%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AA%D9%8A%20%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D9%85%D9%87%D8%A7%20%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85%20%D9%81%D9%8A%20%D8%B9%D8%AF%D8%B1%D8%A7.mp4,5jYFcVfKhQU,https://www.youtube.com/user/islamdoma,,,,,,,,,,,,,,,,,,,,,,,
CW_1021,Adra,عدرا,37.5112588,34.6076513,APPROXIMATE,24/05/2013 00:00:00,Casualties of the chemical attack in Adra were transfered to Duma medical office,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,Use of illegal weapons,UnKnown,Fadi Abdullah who is a citizen reporter in Duma,فادي عبد الله مراسل ميداني في دوما,http://syriantechies.com/files/videoapiresults/fadi_abdullah_Adra_Duma/P0V1RyT5zfg%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%AF%D9%88%D9%85%D8%A7%2024%205%202013%20%D8%A7%D8%B3%D8%B9%D8%A7%D9%81%20%D9%84%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D9%8A%D8%A7%D8%A6%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AA%D9%8A%20%D8%AC%D8%B1%D8%AA%20%D9%81%D9%8A%20%D8%B9%D8%AF%D8%B1%D8%A7.mp4,P0V1RyT5zfg,https://www.youtube.com/user/islamdoma,,,,,,,,,,,,,,,,,,,,,,,
CW_1022,Adra,عدرا,38.5112588,35.6076513,APPROXIMATE,24/05/2013 00:00:00,Casualties of the chemical attack in Adra were transfered to Duma medical office,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,Use of illegal weapons,UnKnown,Fadi Abdullah who is a citizen reporter in Duma,فادي عبد الله مراسل ميداني في دوما,http://syriantechies.com/files/videoapiresults/fadi_abdullah_Adra_Duma/I6iQV_j_MSU%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%B9%D8%AF%D8%B1%D8%A7%20245-2013%20%D9%84%D8%A8%D8%A7%D8%B3%20%D8%A7%D9%84%D9%85%D8%B3%D8%B9%D9%81%D9%8A%D9%86%20%D8%A7%D9%84%D9%83%D9%85%D8%A7%D9%85%D8%A7%D8%AA%20%20%D9%88%D8%A7%D9%84%D8%A8%D8%A7%D8%B3%20%D8%A7%D9%84%D9%88%D8%A7%D9%82%D9%8A%20%D9%88%D8%A7%D8%B3%D8%B9%D8%A7%D9%81%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%D8%A8%D9%82%D8%B5%D9%81%20%D8%A7%D9%84%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A.mp4,I6iQV_j_MSU,https://www.youtube.com/user/islamdoma,,,,,,,,,,,,,,,,,,,,,,,
CW_1023,Adra,عدرا,39.5112588,36.6076513,APPROXIMATE,24/05/2013 00:00:00,Casualties of the chemical attack in Adra were transfered to Duma medical office,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,Use of illegal weapons,UnKnown,Fadi Abdullah who is a citizen reporter in Duma,فادي عبد الله مراسل ميداني في دوما,http://syriantechies.com/files/videoapiresults/fadi_abdullah_Adra_Duma/MnaxiOu6d_o%D8%B9%D8%AF%D8%B1%D8%A7%2024-5-2013%20%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D9%85%D9%86%20%D8%A7%D8%AD%D8%AF%20%D8%A7%D9%84%D9%86%D9%82%D8%A7%D8%B7%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9%20%20%D8%A7%D8%B3%D8%B9%D8%A7%D9%81%20%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%A8%D9%8A%D9%86%20%20%D8%A8%D8%B5%D8%A7%D8%B1%D9%88%D8%AE%20%D9%8A%D8%AD%D9%85%D9%84%20%D8%B1%D8%A3%D8%B3%20%D9%83%D9%8A%D9%85%D8%A7%D9%88%D9%8A.mp4,MnaxiOu6d_o,https://www.youtube.com/user/islamdoma,,,,,,,,,,,,,,,,,,,,,,,
CW_1024,Adra,عدرا,41.5112588,38.6076513,APPROXIMATE,24/05/2013 00:00:00,Casualties of the chemical attack in Adra were transfered to Duma medical office,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,Use of illegal weapons,UnKnown,Fadi Abdullah who is a citizen reporter in Duma,فادي عبد الله مراسل ميداني في دوما,http://syriantechies.com/files/videoapiresults/fadi_abdullah_Adra_Duma/XABg4zY8FO0%D9%85%D9%86%20%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%AF%D9%88%D9%85%D8%A7%2024-5-2013%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%A7%D8%AE%D8%AA%D9%86%D8%A7%D9%82.mp4,XABg4zY8FO0,https://www.youtube.com/user/islamdoma,,,,,,,,,,,,,,,,,,,,,,,
CW_1025,Adra,عدرا,36.5112588,33.6076513,APPROXIMATE,24/05/2013 00:00:00,Casualties of the chemical attack in Adra were transfered to Duma medical office,إسعاف حالات اختناق لمدنيين أتوا من درعا إلى المشفى الميداني في دوما,Use of illegal weapons,UnKnown,Fadi Abdullah who is a citizen reporter in Duma,فادي عبد الله مراسل ميداني في دوما,http://syriantechies.com/files/videoapiresults/fadi_abdullah_Adra_Duma/YDR1vW5IiRE24-5-2013%20%20%D8%AD%D8%A7%D9%84%D8%A7%D8%AA%20%D8%A7%D8%AE%D8%AA%D9%86%D8%A7%D9%82%20%D9%85%D9%86%20%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%B9%D8%AF%D8%B1%D8%A7%20%D8%A8%D8%B1%D9%8A%D9%81%20%D8%AF%D9%85%D8%B4%D9%82%20%D8%A8%D8%B3%D8%A8%D8%A8%20%D8%A7%D9%84%D9%82%D8%B5%D9%81%20%D8%A8%D8%A7%D9%84%D8%A3%D8%B3%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D8%A9.mp4,YDR1vW5IiRE,https://www.youtube.com/user/islamdoma,,,,,,,,,,,,,,,,,,,,,,,
